,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1666797374935650305,,2023-06-08 13:20:36+00:00,2023-06-08,13:20:36,UTC,1513823992808980480,Hasdrbaal,Hasdrbaal,,@top_force @AirbusHeli Bon ben... retex sur un incident appelé à devenir fréquent : quid de la capacité à réemployer immédiatement ledit drone ?,fr,"['top_force', 'AirbusHeli']",[],[],,0,0,[],[],https://twitter.com/Hasdrbaal/status/1666797374935650305,False,,,,,,Twitter Web App,1513823992808980480,Hasdrbaal,,1666725887847350272,,,,
1,1665278492135628801,,2023-06-04 08:45:06+00:00,2023-06-04,08:45:06,UTC,4713433642,CDAFI2015,CDAFI,,"RT @Emdupuy: Avec son armée de drones #FPV (First Person View) Kyiv se prépare à accélérer sa capacité d’achat, fabrication et d’utilisatio…",fr,['Emdupuy'],[],[],,3,0,['FPV'],[],https://twitter.com/CDAFI2015/status/1665278492135628801,False,,,,,,Twitter for iPhone,4713433642,CDAFI2015,1665069835686903808,,2023-06-03 18:55:58,,,
2,1665139074728951808,,2023-06-03 23:31:06+00:00,2023-06-03,23:31:06,UTC,1620048196268351488,tonton_tahar,Tahar,,RT @NumidiaTimes: La Startup #Algerienne Taer R&amp;D a présenté au salon de l'innovation Sipsa les Drones Intelligents Civils doté d'une techn…,fr,['NumidiaTimes'],[],[],,85,0,['Algerienne'],[],https://twitter.com/tonton_tahar/status/1665139074728951808,False,,,,,,Twitter for Android,1620048196268351488,tonton_tahar,1663836697296093187,,2023-05-31 09:15:55,,,
3,1665081477816627200,,2023-06-03 19:42:14+00:00,2023-06-03,19:42:14,UTC,1660247891481444353,KtmnounouSou,Sousou sou,,RT @NumidiaTimes: La Startup #Algerienne Taer R&amp;D a présenté au salon de l'innovation Sipsa les Drones Intelligents Civils doté d'une techn…,fr,['NumidiaTimes'],[],[],,85,0,['Algerienne'],[],https://twitter.com/KtmnounouSou/status/1665081477816627200,False,,,,,,Twitter for Android,1660247891481444353,KtmnounouSou,1663836697296093187,,2023-05-31 09:15:55,,,
4,1665070220006809600,,2023-06-03 18:57:30+00:00,2023-06-03,18:57:30,UTC,415087330,Emdupuy,Dupuy Emmanuel,,"RT @Emdupuy: Avec son armée de drones #FPV (First Person View) Kyiv se prépare à accélérer sa capacité d’achat, fabrication et d’utilisatio…",fr,['Emdupuy'],[],[],,3,0,['FPV'],[],https://twitter.com/Emdupuy/status/1665070220006809600,False,,,,,,Twitter for iPhone,415087330,Emdupuy,1665069835686903808,,2023-06-03 18:55:58,,,
5,1665070206954217472,,2023-06-03 18:57:27+00:00,2023-06-03,18:57:27,UTC,1482360978,InstitutIPSE,IPSE,,"RT @Emdupuy: Avec son armée de drones #FPV (First Person View) Kyiv se prépare à accélérer sa capacité d’achat, fabrication et d’utilisatio…",fr,['Emdupuy'],[],[],,3,0,['FPV'],[],https://twitter.com/InstitutIPSE/status/1665070206954217472,False,,,,,,Twitter for iPhone,1482360978,InstitutIPSE,1665069835686903808,,2023-06-03 18:55:58,,,
6,1665069835686903808,,2023-06-03 18:55:58+00:00,2023-06-03,18:55:58,UTC,415087330,Emdupuy,Dupuy Emmanuel,,"Avec son armée de drones #FPV (First Person View) Kyiv se prépare à accélérer sa capacité d’achat, fabrication et d’utilisation : 2000 drones achetés récemment, avec un objectif d’acquisition de 200 000. https://t.co/uJZLxLObDO",fr,[],['https://www.cnn.com/2023/06/03/europe/ukraine-secretive-drone-program-russia-war-intl/index.html'],[],,3,3,['FPV'],[],https://twitter.com/Emdupuy/status/1665069835686903808,False,,,,,,Twitter for iPhone,415087330,Emdupuy,,,,,,
7,1664753392089006088,,2023-06-02 21:58:32+00:00,2023-06-02,21:58:32,UTC,707510499953549312,SPIINGOUINOOS,＠Crypto Paysan,,"RT @BPartisans: La Chine a développé un drone kamikaze Yousun de style interrupteur secret

 Les munitions qui traînent ressemblent extérie…",fr,['BPartisans'],[],[],,9,0,[],[],https://twitter.com/SPIINGOUINOOS/status/1664753392089006088,False,,,,,,Twitter for Android,707510499953549312,SPIINGOUINOOS,1664680263131987984,,2023-06-02 17:07:57,,,
8,1664713045312978945,,2023-06-02 19:18:13+00:00,2023-06-02,19:18:13,UTC,1624807710385487872,Putin4ever,Vladimir Poutine,,"RT @BPartisans: La Chine a développé un drone kamikaze Yousun de style interrupteur secret

 Les munitions qui traînent ressemblent extérie…",fr,['BPartisans'],[],[],,9,0,[],[],https://twitter.com/Putin4ever/status/1664713045312978945,False,,,,,,Twitter for Android,1624807710385487872,Putin4ever,1664680263131987984,,2023-06-02 17:07:57,,,
9,1664708711548440583,,2023-06-02 19:01:00+00:00,2023-06-02,19:01:00,UTC,1436979601641717761,Jagellon2,Jagiellon 🌿pokój 🌿мир🌿,,"RT @BPartisans: La Chine a développé un drone kamikaze Yousun de style interrupteur secret

 Les munitions qui traînent ressemblent extérie…",fr,['BPartisans'],[],[],,9,0,[],[],https://twitter.com/Jagellon2/status/1664708711548440583,False,,,,,,Twitter for Android,1436979601641717761,Jagellon2,1664680263131987984,,2023-06-02 17:07:57,,,
10,1664708034172534784,,2023-06-02 18:58:18+00:00,2023-06-02,18:58:18,UTC,1576208334419640320,BrainlessFrogz,Brainless Frogz,,"RT @BPartisans: La Chine a développé un drone kamikaze Yousun de style interrupteur secret

 Les munitions qui traînent ressemblent extérie…",fr,['BPartisans'],[],[],,9,0,[],[],https://twitter.com/BrainlessFrogz/status/1664708034172534784,False,,,,,,Twitter for Android,1576208334419640320,BrainlessFrogz,1664680263131987984,,2023-06-02 17:07:57,,,
11,1664707191809495048,,2023-06-02 18:54:57+00:00,2023-06-02,18:54:57,UTC,1563969958018797571,RabbitBrainless,Brainless Rabbit,,"RT @BPartisans: La Chine a développé un drone kamikaze Yousun de style interrupteur secret

 Les munitions qui traînent ressemblent extérie…",fr,['BPartisans'],[],[],,9,0,[],[],https://twitter.com/RabbitBrainless/status/1664707191809495048,False,,,,,,Twitter for Android,1563969958018797571,RabbitBrainless,1664680263131987984,,2023-06-02 17:07:57,,,
12,1664706073801146368,,2023-06-02 18:50:31+00:00,2023-06-02,18:50:31,UTC,1548377864977858566,BrainlessMonkez,Brainless Monkez,,"RT @BPartisans: La Chine a développé un drone kamikaze Yousun de style interrupteur secret

 Les munitions qui traînent ressemblent extérie…",fr,['BPartisans'],[],[],,9,0,[],[],https://twitter.com/BrainlessMonkez/status/1664706073801146368,False,,,,,,Twitter for Android,1548377864977858566,BrainlessMonkez,1664680263131987984,,2023-06-02 17:07:57,,,
13,1664704852272861189,,2023-06-02 18:45:40+00:00,2023-06-02,18:45:40,UTC,896426671984738309,CChouman,Le Ronin,,"RT @BPartisans: La Chine a développé un drone kamikaze Yousun de style interrupteur secret

 Les munitions qui traînent ressemblent extérie…",fr,['BPartisans'],[],[],,9,0,[],[],https://twitter.com/CChouman/status/1664704852272861189,False,,,,,,Twitter for Android,896426671984738309,CChouman,1664680263131987984,,2023-06-02 17:07:57,,,
14,1664685485245988869,,2023-06-02 17:28:42+00:00,2023-06-02,17:28:42,UTC,312841263,EricVandenEede,Eric,,"RT @BPartisans: La Chine a développé un drone kamikaze Yousun de style interrupteur secret

 Les munitions qui traînent ressemblent extérie…",fr,['BPartisans'],[],[],,9,0,[],[],https://twitter.com/EricVandenEede/status/1664685485245988869,False,,,,,,Twitter for Android,312841263,EricVandenEede,1664680263131987984,,2023-06-02 17:07:57,,,
